GeneName	Rank
TMEM238L	3.62849277639995
PNPLA3	3.59472139365137
NR4A3	3.14733963973355
TCIM	3.00510073826246
EGR4	2.99677376023257
SH2D1A	2.78966044718951
TNFRSF8	2.69950956386511
BSND	2.53226229693567
EGR3	2.47265643946337
NR4A1	2.21935919745319
FOSB	2.15455692929439
ARNT2	2.07304267831735
LIF	1.99923076215185
SMIM5	1.93016302811482
BABAM2-AS1	1.89972414031291
CCL20	1.69882234359984
DIRAS2	1.69656008828879
FMO6P	1.68947567610253
NMRAL2P	1.67179996590863
CYP1A1	1.60702572828912
PLEKHD1	1.54349051264355
LINC00689	1.51778021617424
USP44	1.50449887583099
SLCO4A1-AS1	1.47034597712414
LINC00607	1.46503322294679
PDK4	1.4621934054513
MAPK4	1.39666178629812
PGC	1.37736115011568
LOC101928371	1.35887151402876
NFATC4	1.33879785071567
NDUFA4L2	1.33203164029678
OASL	1.26661620091956
MYCNUT	1.2623209952253
EGR2	1.24067311442553
CDH5	1.22862332723839
TMEM178A	1.21951399097348
ASIC4	1.19915276273529
METRNL	1.19745800192298
PCDH12	1.19249783784379
BEST1	1.18075489516563
GPR37L1	1.15083681767155
GEM	1.14657950637604
LINC01569	1.14601299671403
RCSD1	1.13058431185126
SERPINB2	1.12157173719524
LINC01151	1.11686104348654
SV2B	1.11119301691881
SYNPO2	1.10226782363969
CLIC3	1.09257973439774
FAM83E	1.0843881468538
NRAD1	1.07245010819369
EVA1C	1.07032277142221
LOC101928519	1.06066281921119
EWSAT1	1.05926038145724
TNFSF18	1.04839168802324
SEMA6A	1.03994289562882
STEAP1B-AS1	1.03657161828838
MN1	1.0297643038185
FLRT1	1.02477044028768
RBP3	1.01574420129606
UPB1	1.012375846366
ADGRG3	1.01180656545166
LINC01508	1.00571071259582
NRG2	0.993807536852514
CD38	0.987660827139999
ATP10B	0.985979502588811
AVPI1	0.981453996542561
NTSR1	0.971114817540651
SLC12A3	0.949710379595607
MIR3150BHG	0.942378092121711
ADAMTS5	0.940405294576714
COL9A3	0.939405744891404
LINC01198	0.934677663624912
JAK3	0.923812131733578
INHBE	0.921138592794089
TP53INP2	0.909616988278552
EIF4EBP3	0.900598999146529
SCARA5	0.899976034202327
SV2C	0.89443140857083
KLHDC7B	0.889830611447119
SERPINE1	0.882474266147584
SYN3	0.880514104423426
USP2	0.879979854448946
BRICD5	0.874756949981637
LPO	0.874211874540739
FAM86B3P	0.860633135047617
ABCG1	0.853702869460406
CYP4F3	0.851592822390078
ASMTL	0.84671134088827
RNF150	0.836691797657245
TOGARAM2	0.836304067137395
LINC00968	0.833180286080164
ANKRD37	0.830084267111947
PLAAT2	0.826149401009662
ELF5	0.825400925217859
DLX2	0.820197458686172
CHRNB4	0.811836005206676
INSYN1	0.811463244428325
TNS4	0.809078266818851
KCNMB1	0.808500022608784
PER1	0.801121332051089
XKRX	0.794879604422216
RAB7B	0.7856843565867
IQCN	0.78350407909195
SINHCAF	0.782082881130153
TTYH1	0.779636678120229
LBH	0.767486569321551
STAU2-AS1	0.767375028647251
IL34	0.76602886512278
NOD2	0.763664046034896
VAV1	0.756679404238024
BNIPL	0.756267225768239
IL1RN	0.754453152421187
AK7	0.750268900994206
LIPE-AS1	0.748755600380254
NR4A2	0.746478589460028
MAG	0.742186809068419
AFF3	0.734443089032985
MYO16	0.734331656871389
RIPOR3	0.731477425012984
ZSCAN1	0.719764396123219
MAFF	0.719159195078646
FGF21	0.718995824444858
SERPINB9P1	0.716812648143709
CAVIN2	0.708781980819294
BACH2	0.707512115889271
LOC101928844	0.696221152560114
EPGN	0.693082607176628
NCALD	0.692495130376749
TMEM30A-DT	0.690399494330001
GRAMD1B	0.688681895458791
ZNF750	0.688603934806207
AREG	0.687750819771771
LINC00885	0.685976399071813
SOD3	0.68587753325929
EBF4	0.68567235855572
SLC43A1	0.676199397945632
TRIM22	0.673534863123731
SLC34A2	0.672859261320949
ST7-AS1	0.670408453817959
SYNE4	0.654131727784746
RCAN1	0.651917190804982
LINC00479	0.651047312166993
ACVR1C	0.650296745910482
DAGLA	0.646243408274766
UGDH-AS1	0.64534522624865
RARRES2	0.644873771851976
SSPOP	0.640417539536102
HBEGF	0.636366916210198
GRHL3	0.635049233604531
LYRM9	0.632222510177527
CLIC5	0.6320986323495
TUBB4A	0.631239200462505
TPPP	0.630060908068601
CNGB1	0.629408008402229
FOS	0.62808725611779
ANTXRL	0.627827777102529
SCRG1	0.625903090953302
LINC01348	0.625861773455671
TSPOAP1	0.625341834973527
FGD2	0.625322390877691
ACTBL2	0.624439183600737
LOC100652768	0.618330023113203
ACTG2	0.615828349356958
SLC16A8	0.613776059201033
RAB26	0.61328287519964
KIF5C	0.612118033147906
FRG1BP	0.611042035961198
C5AR1	0.61094878990949
C11orf86	0.609897886012709
CCN1	0.606043447602952
BAIAP2L2	0.603195290043235
GPAT3	0.60008809364757
EGOT	0.596962236400996
LDHD	0.595740517092059
CASTOR1	0.594862655338988
FOXP2	0.5939393114336
MAP3K8	0.593115292784175
HSPB2	0.592947288963879
LINC01132	0.589848898124422
IQCD	0.588073140078384
NLRP1	0.586156921289875
DENND3	0.584707332922237
DNAH10	0.584015104700361
EXTL1	0.58349667132385
KLK11	0.583472988574536
RHOU	0.582804882862183
KDR	0.58280385915645
PTPRU	0.580070882457351
ZNF469	0.579208634890344
IZUMO1	0.578726514613266
SLC30A2	0.578245194234147
LOC101928168	0.577342003806827
ISLR	0.576362191645547
DEGS2	0.576246005685711
FILIP1	0.57610453098972
SOD2-OT1	0.575347619340056
PAX8	0.573927756288769
AGPAT4	0.573317445716239
SMYD1	0.573101830797884
CARD9	0.572882323055624
RGS9	0.572685877369704
PCSK9	0.572475377305403
FSCN2	0.564389330773336
SLC2A4	0.563618706202996
PER2	0.559797603043636
PLAT	0.557809992571819
DOK7	0.553824574064084
IRAG1	0.553422066542105
RBM20	0.551542223588233
MAGEB1	0.551190287109237
BAG6	0.551069773947941
HSH2D	0.550981206245039
PGLYRP4	0.550213422498231
CDKN1A	0.550154485300768
EREG	0.549749416103523
COLEC12	0.54784090556029
BCO1	0.539505379917721
IFFO2	0.538702988177735
PDZD7	0.53856521130604
C20orf204	0.537682820178271
CYP4B1	0.537501928626397
SLURP1	0.537164634855323
LOC101926889	0.535384951024765
CCR3	0.534999957863334
OLFML2B	0.534543927313216
ESRRG	0.532838115967778
DOK5	0.530550945574066
KLHL3	0.529749744918792
EGR1	0.529642838375137
IL6	0.528321918614044
ARHGEF26-AS1	0.527706917070327
BHLHE40-AS1	0.526647039979073
MYBPC1	0.526447330656805
TLE6	0.526059709137306
