GeneName	Rank
MIR3150BHG	2.45857888870114
LINC01132	2.33247012658317
PNPLA3	2.18415789348788
TGM5	1.77362816951513
OASL	1.67352263284356
BABAM2-AS1	1.38988062074771
NR4A3	1.36768493381887
HSH2D	1.32930691376221
LOC90246	1.32033805355156
AK7	1.30129023433956
FAM66C	1.27825307258977
UPB1	1.26840425374805
PLEKHD1	1.26681305265609
BLACAT1	1.25310776047497
SH2D1A	1.24482040521829
SCARA5	1.21128412944243
SLC23A1	1.1845402166734
NKILA	1.1209130282354
RNF157	1.11987954209634
DLEU7	1.10848015659395
TNS4	1.0989953125581
COLEC12	1.08542400905259
EXTL1	1.08346937135758
LDHD	1.07824565906539
PCDHGA4	1.07670327522555
NTSR1	1.06951756168402
TUBB4A	1.0666647069198
SNORA73B	1.04942395636924
ELF5	1.03080873304481
FERMT3	1.02693231622924
AQP5-AS1	0.996119108694857
PLA2G7	0.986713116917387
LINC00892	0.975413944302089
PIGZ	0.962875106547927
NOG	0.954874980789773
LINC00607	0.954003002936034
DYSF	0.95293278353423
KCNK3	0.945331033635712
DNAH10	0.938512068682797
ITGA9-AS1	0.931400283497284
LOC100128361	0.926176483151792
INSIG1	0.903761647659147
ADGRG3	0.893162151860335
AFF3	0.887198604525781
LOC283194	0.884147419993796
LINC01010	0.881375746075093
WNT9A	0.880340182919875
INSYN1	0.880057596666404
B4GALNT1	0.866426410618398
ADGRF2	0.858493750178363
PCDHGB2	0.85819779223294
PCDHGA6	0.856261809913329
IQCN	0.851699548145806
PI15	0.840825928967147
VAV1	0.840687278068444
RAB26	0.838912006159179
RNF217-AS1	0.838607747643554
MYOM1	0.838270137689844
CYP1A1	0.837380243391206
PTGIS	0.830447117766925
GLYATL2	0.821365333637806
AFDN-DT	0.809813610018101
KCNAB3	0.804267919402828
LOC101928371	0.802926059415147
P2RY6	0.802618525671769
LOC101927550	0.802096802895968
TENM2-AS1	0.796012292492056
SNORA44	0.78222610191099
GBP2	0.782200376811685
COL9A3	0.772524829501904
SMIM5	0.76565651570439
PDLIM3	0.758229816179909
MAMLD1	0.757232631055042
EPGN	0.756569362292106
BCO1	0.752856004460112
MPP1	0.752201451559563
CCR5	0.75215042505895
LINC01770	0.750897708010814
LOC100652768	0.750765785515856
NFATC1	0.746999739702109
RHBDL1	0.746724453586174
ADM5	0.744172739089539
LOC105274304	0.741608205406663
ADORA2A-AS1	0.723737184938057
SPATA12	0.722545640492513
PALM	0.718051439195282
NODAL	0.716208224699246
IFIT1	0.712033692487035
FSCN2	0.705239587721203
BSND	0.702769959297018
MAGEB1	0.69993773592205
METTL7A	0.699702542136316
LOC101928168	0.698300040647958
LIPE-AS1	0.695863911135412
PTGS1	0.693317414318792
UMODL1	0.691139018035533
NES	0.689204804265835
IFI44	0.682836685662226
SAMD13	0.667217215303054
PRPF8	0.66449557855815
ZSCAN1	0.663636131516391
SBF2-AS1	0.662416629016732
JAK3	0.662008897657118
FUT6	0.661955587932171
EDN2	0.661348739638455
ATAD3C	0.654402214794766
ACP3	0.646636746143252
ACOT4	0.645460506233697
LINC03040	0.644787545233954
LINC01940	0.644175365502079
CA2	0.640394682164378
ETNPPL	0.639110611741346
SYN3	0.638503067915114
PCDHB10	0.636612500331595
AOC3	0.635715870453271
LGALS2	0.626059016027723
SLC2A4	0.623119530083
CLIC3	0.62296955708468
FER1L4	0.620991830148947
TCIM	0.614875932826231
NPR2	0.614560377983222
MID1IP1-AS1	0.614217931857925
SLC29A4	0.61237334165003
SSPOP	0.611896328107076
PRELP	0.608524046713478
ANKRD22	0.607977548877588
LBH	0.607456261016889
JAKMIP3	0.607309817211775
NT5M	0.60330339162139
SLC16A6	0.602626605350585
SLC14A2	0.602207860169538
TMEM238L	0.601052329174901
LOC101928844	0.597087622339867
CAPS2	0.597010983936532
ST6GALNAC2	0.59447074961112
PDE9A	0.588757053458581
TMEM61	0.587676651334315
ROPN1B	0.586999859581008
FBXO36	0.585527969761932
CEMIP	0.584600583008335
C1QL4	0.583992420106128
TLE6	0.583780816267319
MLXIPL	0.582746833836942
PDE7B	0.581585683463293
RAB7B	0.579783034349047
LCMT1-AS1	0.575715615664983
FADS1	0.573232799433542
TP53INP2	0.573181898865143
SLC38A11	0.57298343912824
EBF4	0.571848169733267
CCL2	0.571751061978127
LIPK	0.571546586096224
FXYD6	0.570040622073209
EPHA6	0.568725038010359
SCNN1B	0.568290388566308
GNAL	0.568250930523889
GRID2IP	0.567536084621374
HMGCLL1	0.567196810864409
CRAT	0.566970296717164
SLC46A3	0.564450495996921
SFXN3	0.563951442454983
HMGCS1	0.5633581327891
EIF4G3	0.562580885439456
CLDN2	0.561682955494084
ADAM8	0.560708208721418
PGAM2	0.559279761271514
KCNIP1	0.558463995375233
RASD2	0.558223309855372
PCDHB11	0.556957461439
PALM3	0.555717619624942
ALDH3B1	0.553902571120214
RASGEF1A	0.553897551939741
BDH1	0.550739507759668
FADS2	0.549477492157262
LRSAM1	0.548909616543227
SYNM	0.548234148318997
ASMTL	0.546232044232984
IFFO2	0.546100533873395
LEMD1	0.545675407889953
POU2F3	0.543426237410626
ATP2A3	0.542929180971727
SV2C	0.541429370415222
ISLR	0.540556288887986
VWCE	0.538823698346346
KSR2	0.534917780321397
CHST9	0.534182256810807
LINC01619	0.532990204646034
SCRG1	0.53182825777364
ARHGEF6	0.526802301773144
C1QL1	0.526276347318474
RIPOR3	0.525391248789751
RAP2C-AS1	0.521214596761693
SLC12A3	0.52073540310515
SCN4B	0.520385972240873
DOK5	0.519107468060181
FGFBP2	0.518117928388871
TMEM266	0.517983101426038
ACTG2	0.516188101449689
OBSCN-AS1	0.51419838093213
PYROXD2	0.512244886657325
REEP1	0.512033124184227
ALDOC	0.511217524660366
LINC02894	0.510083369549606
LINC01224	0.5087059500373
TSPOAP1	0.508015295310924
SNAI3	0.506426720573121
DEF6	0.506339434196091
ITGA9	0.505862567884184
PCDHGB5	0.505275398492839
LINC00310	0.504262569023353
LSS	0.504185569053627
PCSK9	0.503620981229849
SNORA33	0.501241798501408
CYS1	0.500546072114596
CYP1B1	0.499160425407366
NBEAL2	0.496473120451728
LOC101929633	0.49517208798242
OLFML2A	0.494634245101584
ZDHHC12-DT	0.493844189966776
SOD2-OT1	0.493370784770795
ART3	0.491630874429964
SNORA16A	0.491313322697991
MYO15B	0.490662990425756
DGKA	0.490209231816718
LIF	0.48906749183561
SLC1A2	0.487424859846356
VWA5B2	0.485861158349984
PAPLN	0.48513462367399
MYRFL	0.484448683289255
SEPTIN3	0.483333764958276
GPAT3	0.483306787979399
ANXA6	0.48322062657746
GRAMD1B	0.483039437810504
ARSG	0.481881929459618
CLEC7A	0.48010087883927
CCR1	0.478737789113259
PANX2	0.478528255784998
FAXDC2	0.47776116517505
UBA7	0.477261107000025
LINC01910	0.476657093234046
LOC101926889	0.475960602788457
AMH	0.472247816111456
HNRNPLL	0.470921392401874
PCDH12	0.470362077591135
RCAN1	0.469755968669208
LINC01550	0.46943834782084
IL17RE	0.468702213673808
SLURP1	0.468587936351262
LINC01151	0.46808124410237
SEMA7A	0.467546293414078
MSMO1	0.466392769335805
PDZD7	0.465775467164378
MATN2	0.464653449542727
HSD17B11	0.463627454212111
HMGCR	0.463424381738656
TNNI1	0.46311111773906
ACSL1	0.46282352195767
RIMKLA	0.46206169655842
SLC25A35	0.45796639177361
NDRG2	0.45742155127616
ASIC4	0.456621380426815
EFNB3	0.456571294833805
PTPRU	0.455674042445537
MAPK4	0.45432604094916
LINC01354	0.454043454834346
LINC01667	0.453815960093612
ODAD3	0.453194453369528
SYNPO2	0.453024602791263
RBM20	0.451912317719978
CASP14	0.451177159408211
FOLR1	0.450877132103872
FREM2	0.450681473941623
ROPN1	0.450099951134664
C14orf132	0.448960462251141
KCTD11	0.447729708018098
NRAD1	0.447458790304243
C2orf16	0.445924445754958
KLRF1	0.44498597121952
AOC2	0.443849316650039
MELTF-AS1	0.443824867281552
MUC20	0.443266332156819
TMED10P1	0.443132515525702
GSTA4	0.442489925936234
FGF12	0.442087232038709
CFAP58	0.441853523552765
FBN3	0.440270744759452
CARD14	0.439456467763368
NFASC	0.438733776040537
GPR87	0.437187552034344
EVPLL	0.436401551247046
LCAT	0.436244386600222
IDI2-AS1	0.436172646075027
GPR153	0.436104363986357
GPC5	0.436059186325385
OAS1	0.436028478921731
ANKRD37	0.435939287575105
CCM2L	0.434854207131988
GAS6	0.434228587375787
FOSB	0.43391426358633
GLRX	0.433369309148196
ARHGAP4	0.433344695641197
GUCY1B1	0.43325462081565
OVOL1	0.433144685322127
SVOPL	0.433033527170379
SLCO4A1-AS1	0.43283033416428
VASH2	0.431814205852932
PGGHG	0.431764331005274
POU2AF3	0.431312636850294
UBAC2-AS1	0.430202529567596
VSIG10L	0.43013307542715
SYNE4	0.42948732202078
PPFIA4	0.429115327598975
CYP8B1	0.428185661745663
MFNG	0.427687764960082
GYG2	0.426505898997437
TUBA1A	0.424930721040467
ZNF33B	0.424550170488662
ADGRB2	0.424491444498346
LFNG	0.422467603824365
C11orf86	0.421982131780955
LINC01719	0.420379306876148
CREB5	0.419910322274251
OLMALINC	0.419502156988396
FBXO24	0.419312481350141
MUC1	0.418994202107534
PARD6G-AS1	0.418873382525278
DIRAS3	0.418343223066851
DPYSL5	0.417989588329077
TYMSOS	0.417510053282594
USP11	0.416747447129501
MVD	0.416029596097403
CRYL1	0.415722332391393
GAS1RR	0.41554380533664
LDLR	0.415461413967498
C1RL	0.414766473457506
SNORD76	0.414101631472612
TMEM30A-DT	0.412082965863444
RET	0.411940472323583
CAPN12	0.411683252007474
SULT1A1	0.411460672817394
LMF1	0.411247594467994
SLC7A7	0.41089556022844
NTF4	0.410593008218549
MAP4K3-DT	0.410450998273549
TRIM22	0.409787348118232
MAN1C1	0.409460738708039
FARS2-AS1	0.40807604315319
PCDHB4	0.407664468560627
PROCR	0.40758585500375
KIAA0513	0.407560791420721
TM4SF1	0.407521462244689
HSD17B7	0.406985897378352
CAVIN2	0.406375527953216
TM7SF2	0.405215044960795
GNRH1	0.405143026463524
FLVCR1-DT	0.404502602457844
EFCAB12	0.403169395290163
LOC730101	0.402888757582426
ACTA2	0.402731232491364
ASIC3	0.40253383076926
MYZAP	0.401969437426995
