PI15	-7.80239524938584
AADACL3	-7.30116662570846
FMO2	-7.14574606936425
PPARGC1A	-6.89839930244956
ABHD12B	-6.77352146215286
FAM230C	-6.40777537687228
RHOJ	-6.19345555994737
FMO6P	-6.1283038025559
KCNK9	-6.1144608319618
CCL26	-6.00027206958465
RASL10B	-5.61321306813174
IGSF5	-5.55918301913574
KCNMB1	-5.50466653826474
PARP8	-5.44667149788181
SV2B	-5.40507809021238
GRB10	-5.29905431828878
NLRP1	-5.26103784817142
PHAF1	-5.20644808715184
MYCNUT	-5.14555441031124
LOC101448202	-5.0533138410384
PCSK1N	-4.85057062837762
FRG1BP	-4.63623661720285
LOC101928519	-4.35614657439732
ACTG2	-4.34932743544346
PNPLA3	-4.18392958433494
LBP	-4.08749319585458
ADAMTS5	-4.0658810940377
CCAT1	-3.98104807991663
LINC02381	-3.92664718168607
COL5A1	-3.82436221923754
EGR4	-3.81008561401541
LINC01198	-3.79355915617235
SH2D1A	-3.77983643883318
OLFM4	-3.70769568734129
BIN2	-3.68458720411923
SERPING1	-3.67387302223369
STAU2-AS1	-3.63410801238019
SLCO4A1-AS1	-3.63340465492609
CLIC3	-3.57303906614826
KLK11	-3.56605788156243
SHISA9	-3.5623352210678
TMEM213	-3.47126061034467
PGC	-3.13591675780288
MYBPC1	-3.08090931170317
CXCL17	-3.06272515827218
ICAM5	-3.04991082855042
LINC00689	-3.04133097351711
USP44	-2.97257506725509
SLC14A2	-2.96752509849366
EGR3	-2.95551139924424
EIF4EBP3	-2.93154733815863
SCNN1B	-2.91464495541891
SLFN11	-2.74477055182002
LIF	-2.71858140237934
MAG	-2.6752825620892
NMRAL2P	-2.577642563794
SERPINB2	-2.43708162512037
MAGEB1	-2.39327529832218
SYNE4	-2.38429064092688
AGPAT4	-2.37567858058352
LINC00607	-2.37070697204153
TCIM	-2.36989177077628
GOLT1A	-2.33597364160789
LOXL4	-2.27628878700181
ASTN1	-2.24865948257704
CNTN5	-2.20951406736061
RUBCNL	-2.18265598600525
LINC00536	-2.15699202797496
CSF3R	-2.10431133785787
SEMA6A	-2.08449349158794
FAM171A1	-2.07501199974997
LINC01667	-2.05964128556996
AK7	-2.01587775945093
ABCB6	-1.96801049979656
FOSB	-1.94919421197402
SOD3	-1.93709250263608
BEST1	-1.93545328555441
CD38	-1.93168109437423
PROM1	-1.92664176014182
PTPRQ	-1.92611374068626
DIRAS2	-1.91045547385264
MYCN	-1.90870146725719
COLEC12	-1.90307642629958
UNC5A	-1.90124970012345
CCL20	-1.87610197768694
LPO	-1.87049661674247
NR4A3	-1.86416254569637
ARNT2	-1.85950215508828
SAA1	-1.84324360171988
CILP2	-1.83885700517815
LINC00479	-1.83254202095472
SCRG1	-1.82452715508697
TENM1	-1.8198964562351
TNFRSF8	-1.81370304046596
TAGLN	-1.80155365490066
POLR2J2	-1.79976584947018
ISLR	-1.78908931198389
S100A7A	-1.78012618073471
NRG2	-1.76789240706664
PLAAT2	-1.76606532519002
KIT	-1.75744415995116
LINC00968	-1.71503409721843
MORN3	-1.69079057793788
ZNF469	-1.68749255762474
NR4A1	-1.67652575580573
SLC43A1	-1.66228332505701
SV2C	-1.65287542025247
CARD9	-1.64644055369577
KDR	-1.6450773906813
DOK7	-1.63841758553492
UNC5B-AS1	-1.63371863942105
LINC01940	-1.63336095017246
SMYD1	-1.62462990690952
PLEKHD1	-1.60227047120127
COL9A3	-1.59243791715906
POM121L9P	-1.58679154560654
MIR3150BHG	-1.58374406845098
MAGED1	-1.57780433471649
PGAM1P5	-1.56599402051511
CDH19	-1.56139294600916
ACTA2	-1.55672293091207
GPR37L1	-1.5558988522452
FOXP2	-1.5458582657593
NDUFA4L2	-1.54237224725965
DNAH2	-1.54150829942575
FLRT1	-1.54131305571555
DAAM2	-1.53798374760812
TTYH1	-1.52808679656851
SAA2	-1.52779895172649
MUC5B	-1.51312996019942
CHRNB4	-1.50911304371896
WNT4	-1.50436541856731
DNAH10	-1.48430739151336
RPS6KL1	-1.47913070024306
NFASC	-1.47859700727279
PLEKHH2	-1.474286233581
ART3	-1.46798440949019
FADS1	-1.45088547017397
FGD3	-1.44645105730525
TNFSF18	-1.42947632863675
SYN3	-1.4135752229535
FOXQ1	-1.39958055533192
PGBD5	-1.37003149341172
RDH10-AS1	-1.36897878585636
PIK3CG	-1.36728103711562
ASMTL	-1.36213539248278
MAGEB4	-1.36171870943081
CEL	-1.36088577734722
GGT5	-1.3504553779056
CYP1A1	-1.34003785169052
EREG	-1.33859671562184
ST8SIA6	-1.32817359934535
ADGRG3	-1.32771232718922
GNAZ	-1.32470270085081
DLEU7	-1.32198025774666
NRP2	-1.31415958180727
NPY5R	-1.30251147862678
NCALD	-1.30210202817056
TUBB4A	-1.30078916245907
SYBU	-1.29927406507907
RARRES2	-1.29141578429648
