NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
RRNA PROCESSING%GOBP%GO:0006364	RRNA PROCESSING%GOBP%GO:0006364	Details ...	157	-0.6174765	-2.7480931	0.0	0.0	0.0	3617	tags=69%, list=28%, signal=94%	
RRNA METABOLIC PROCESS%GOBP%GO:0016072	RRNA METABOLIC PROCESS%GOBP%GO:0016072	Details ...	183	-0.5742538	-2.5412643	0.0	0.0	0.0	3516	tags=63%, list=27%, signal=85%	
RRNA MODIFICATION IN THE NUCLEUS AND CYTOSOL%REACTOME%R-HSA-6790901.4	RRNA MODIFICATION IN THE NUCLEUS AND CYTOSOL%REACTOME%R-HSA-6790901.4	Details ...	58	-0.654773	-2.5328524	0.0	0.0	0.0	2533	tags=66%, list=19%, signal=81%	
RRNA PROCESSING%REACTOME DATABASE ID RELEASE 83%72312	RRNA PROCESSING%REACTOME DATABASE ID RELEASE 83%72312	Details ...	193	-0.5368069	-2.522519	0.0	0.0	0.0	4818	tags=69%, list=37%, signal=108%	
MITOCHONDRIAL GENE EXPRESSION%GOBP%GO:0140053	MITOCHONDRIAL GENE EXPRESSION%GOBP%GO:0140053	Details ...	138	-0.55901664	-2.4725182	0.0	0.0	0.0	4396	tags=68%, list=34%, signal=102%	
RIBOSOMAL LARGE SUBUNIT BIOGENESIS%GOBP%GO:0042273	RIBOSOMAL LARGE SUBUNIT BIOGENESIS%GOBP%GO:0042273	Details ...	66	-0.63301736	-2.4340482	0.0	2.4503705E-4	0.001	3733	tags=79%, list=29%, signal=110%	
HALLMARK_MYC_TARGETS_V1%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V1	Details ...	141	-0.5508755	-2.4326541	0.0	2.1003175E-4	0.001	3875	tags=60%, list=30%, signal=84%	
MAJOR PATHWAY OF RRNA PROCESSING IN THE NUCLEOLUS AND CYTOSOL%REACTOME DATABASE ID RELEASE 83%6791226	MAJOR PATHWAY OF RRNA PROCESSING IN THE NUCLEOLUS AND CYTOSOL%REACTOME DATABASE ID RELEASE 83%6791226	Details ...	174	-0.5264197	-2.430072	0.0	1.8377778E-4	0.001	4506	tags=63%, list=34%, signal=95%	
HALLMARK_MYC_TARGETS_V2%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2%MSIGDBHALLMARK%HALLMARK_MYC_TARGETS_V2	Details ...	45	-0.686702	-2.4232802	0.0	1.6335804E-4	0.001	3171	tags=73%, list=24%, signal=96%	
MATURATION OF SSU-RRNA%GOBP%GO:0030490	MATURATION OF SSU-RRNA%GOBP%GO:0030490	Details ...	45	-0.65329593	-2.4203746	0.0	1.4702222E-4	0.001	3258	tags=67%, list=25%, signal=88%	
